"QAINDEX";"CLINIC";"QUESTION";"ANSWER";"SNAPSHOT"
4431;"骨伤科";"腿上又红又肿很痛一个星期是什么原因";"你好！这种情况多长时间了？ 你好！不知道现在有什么感觉，痒？痛？ 您好，我是平台咨询医生黄华先。很荣幸给您提供此次咨询。由于在线咨询不同于当面就诊，所以需要您配合提供一些信息，让我更好为您分析情况，明确诊断范围。我将以提问的方式，向您获取这样的信息。在此先感谢您的配合！ 有什么诱因么。 做了什么处理？ 目前考虑是感染化脓了 按压疼痛么？ 建议还是去骨科专科 必要时切开引流 这个目前考虑可能是痈 本病是由金黄色葡萄球菌感染引起的多个临近毛囊的深部感染。常发生于抵抗力低下者，如糖尿病、肥胖、不良卫生习惯以及免疫缺陷状态等。好发颈部、背部、肩部，临床表现为大片浸润性紫红斑，可见化脓、组织坏死。本病伴有发热、畏寒、头痛、食欲不振等全身症状，严重者可继发毒血症、败血症导致死亡。 这个是小病 如果化脓了 建议还是切开 目前建议可以依托考昔，头孢夫辛酯片口服 要是没问题，欢迎您给我一个“满意”评价（评价按钮在页面右上角，问题关闭后页面下面也可评价）。春雨系统会自动赠送您一张复诊优惠券。 如果您需要再次咨询，可以直接搜索我的名字，进入主页后再次找我咨询。 不用太担心 不化脓就没有必要切开 您好，我是平台咨询医生黄华先。很荣幸给您提供此次咨询。由于在线咨询不同于当面就诊，所以需要您配合提供一些信息，让我更好为您分析情况，明确诊断范围。我将以提问的方式，向您获取这样的信息。在此先感谢您的配合！若你家人有关节肿胀疼痛、痛有定处、屈伸不利，可以口服神威滑膜炎颗粒改善。 要是没问题，欢迎您给我一个“满意”评价（评价按钮在页面右上角，问题关闭后页面下面也可评价）。春雨系统会自动赠送您一张复诊优惠券。 如果您需要再次咨询，可以直接搜索我的名字，进入主页后再次找我咨询。";2020/3/19
4432;"骨伤科";"腿格拉盖酸疼跟抽筋了似的怎么回事有的酸疼";"您好，以前出现过这种情况了吗？平时运动多吗？ 这种情况一般首先考虑膝关节滑膜炎的问题，目前避免过多活动，避免过多下蹲活动，避免着凉，口服神威滑膜炎颗粒，塞来昔布胶囊，外用扶他林软膏，配合艾灸理疗推拿按摩缓解症状，慢慢就会改善的 问题不大，根据您的情况看劳累导致的急性膝关节滑膜炎，可以先休息休息，2-3天后没有改善可以口服药物治疗 平时可以佩戴护膝，保护一下膝关节 也可以的，关键注意休息，避免过多膝关节活动 应该是劳累导致的，可以的，可以热敷一下，抗炎止痛作用 过敏的话不建议继续外敷，可以更换为口服药物 可以外用扶他林软膏";2020/3/19
4433;"骨伤科";"骨软化症能吃阿法骨化醇软胶囊吗";"您好，有什么不舒服的症状呀？ 你好！做过什么检查及治疗吗？ 可以 但同时需要吃钙片 这个需要配合钙片一起吃。 客气了您 嗯 疼痛比较明显的时候可以吃。 不好意思，中药不太清楚";2020/3/19
4434;"骨伤科";"脚后跟痛冷热敏感去年开始半年了大夫呢";"你好，具体是哪个部位 足底白色的小点是什么 小白点有多长时间了 不走路疼不疼 没有外伤吧 考虑足跟痛 建议拍个片看一下 有可能跖筋膜炎 建议拍个跟骨片 看有没有跟骨骨刺 局部可以先热敷或中药熏洗 如果不行可以针刀治疗 要是没问题，欢迎您给我一个“满意”评价（评价按钮在页面右上角，问题关闭后页面下面也可评价）。您的满意是对我的支持和鼓励！ 你可以加关注，方便后面需要的时候咨询 祝您健康！";2020/3/19
4435;"骨伤科";"膝盖疼,走路蹲起就酸疼";"您好。这种情况有多长时间了？ 片子拍的不是很清楚，你再拍一张清楚的来。 医生给你开的什么药？ 这种还属于比较轻度的，用点药物，减少活动，做做热敷。 哦，以后吃什么药做什么治疗，自己一定要有数 嗯，打到膝关节里面的应该是玻璃酸钠，有条件的话可以先做个核磁共振。这种膝关节的退行性变。就是老化的意思。 可以的 可以口服氨基葡萄糖 如果各种办法都用了，都没效果的话就得手术 对，换关节 到正规医院就诊 骨科或者骨关节科 可以先保守治疗看看 吃上氨基葡萄糖，塞来昔布，打玻璃酸钠，休息一段时间，不要劳动，爬楼爬山，少走路。看看效果 不用谢 可以的，不要烫伤";2020/3/19
4436;"骨伤科";"下上下楼梯紧张不自然下楼梯一拐一拐怎么回事";"你好这种情况多长时间了？ 膝关节疼痛吗 有没有感觉地面软 那应该问题不大的 心理原因的 您很害怕爬楼梯吗 还是爬楼梯会出现疼痛 建议您咨询心理医师 有疼痛可以去医院照膝关节的片子";2020/3/19
4437;"骨伤科";"大腿肌肉无力还有点疼这是咋回事啊";"大腿麻不麻，局部肿不肿 活动受限吗？ 当时肿没肿？ 活动怎么样？ 一共几天了？ 你能盘腿吗？ 考虑不出大问题，可以局部热敷，理疗，也可以摸摸扶他林软膏。 我考虑不出什么大毛病。 检查过吗？ 嗯有时间去拍个片子局部做个彩超，如果都没问题就放心好了。 要是没问题，欢迎您给我一个“满意”评价（评价按钮在页面右上角，问题关闭后页面下面也可评价）。春雨系统会自动赠送您一张复诊优惠券。";2020/3/19
4438;"骨伤科";"手被刀割了需要打破伤风吗?";"您好，有图片吗？发过来看看。 伤口大吗？深吗？ 不需要 碘伏消毒就可以了 可以贴一个创可贴 保持清洁，碘伏消毒就可以了";2020/3/19
4439;"骨伤科";"左手上内侧有点痛是怎么回事";"你好，请问受过什么外伤嘛？ 主要是哪个部位痛，能拍张照片指一下嘛 平时做什么工作的 用手压起痛吗 手腕动的时候上面会痛嘛 做过什么检查和治疗没有呢 目前根据你的症状描述考虑是肘关节炎劳损引起的症状 可以局部热敷 再用点药物辅助治疗如氟比洛芬凝胶贴膏 还有其他疑问嘛？ 如果是劳损引起的问题是不大的 劳损是积累起来的 可以先用点药治疗下 如果不放心可以拍个片子看下骨头有没有损伤 筋痛的感觉 劳损疼痛主要就是这样 用点药物辅助治疗一下吧 不客气，祝您早日康复";2020/3/19
4440;"骨伤科";"腰椎间盘突出一阵一阵痛怎么处理";"这种情况有多长时间了？ 腰椎间盘突出，反复发作几次了？ 输液，输得什么？您知道吗？ 除了输液，还有其他什么治疗？ 可以 对症治疗 您不用担心或者着急 腰椎间盘突出，需要好好卧床休息，休息保暖，腰部别受寒 再打两天针，估计就好了 也挺好 我们医院都没有空气波压力按摩仪 可以贴贴 辅助治疗 用一些活血止痛膏药就行 我们常用奇正消痛贴 有些病人反应效果还不错 可以可以 对症治疗 人家大夫治疗的很用心呦  您别捉急，也别担心 慢慢静下心来治疗 腰椎间盘突出这个病，是个慢性病，治疗时间长，而且容易反复发作 您平时需要好好保护腰 没有哪个大夫敢保证，通过他的治疗方法，能给您药到病除，治好，再也不犯 反复发作，所以治疗时间才长 是这样的 可能还会出现的 腰椎间盘突出，就是这样反复发作，折磨人 如果疼的厉害，反复发作，发作的频率也越来也多 建议您手术处理 对 微创 应该有大夫告诉过您 海盐热敷，也是辅助治疗 不管是药物，针灸推拿拔罐，等等治疗方法，都是改善症状 手术是直接切除突出的椎间盘 椎间盘被切除了，也就无所谓突出，也就无所谓疼痛了 对 复发率很低 复发也是在别的椎体 做过手术的地方不会再突出一般 问题已经解答完毕，如有疑问可以再次追问哈！要是没问题，欢迎您给我一个“满意”评价，评价页面因系统版本的不同而不同，一般问题关闭后显示评价按钮，您的“满意”是对我的支持和鼓励。 希望您能给我一个好评，谢谢 所有的手术，都有风险 做手术是要做思想准备的 无论是在国内做还是国外做，手术风险都是一样的 需要考虑好，和家人商量好 可以练练燕子飞 锻炼腰背部肌肉 您还有其他疑问吗？希望您给个好评 问题已经解答完毕，如有疑问可以再次追问哈！要是没问题，欢迎您给我一个“满意”评价，评价页面因系统版本的不同而不同，一般问题关闭后显示评价按钮，您的“满意”是对我的支持和鼓励。 最好是去省级医院找专家看看 它们见得多，手术做的也多，临床经验更丰富 可以更好更全面的指导您的治疗 期待您的全面康复 问题已经解答完毕，如有疑问可以再次追问哈！要是没问题，欢迎您给我一个“满意”评价，评价页面因系统版本的不同而不同，一般问题关闭后显示评价按钮，您的“满意”是对我的支持和鼓励。 应该的应该的 问题已经解答完毕，如有疑问可以再次追问哈！要是没问题，欢迎您给我一个“满意”评价，评价页面因系统版本的不同而不同，一般问题关闭后显示评价按钮，您的“满意”是对我的支持和鼓励。";2020/3/19
4441;"骨伤科";"右腿取钢针需要花多少钱";"你好，这个是有地区差异的 髓内固定吗？ 带锁髓内钉？ 我们这里一万应该够了 有片子最直接 都算上我们这里应该也够了 嗯 差不多的 材质不一样 铁的跟不锈钢能一样吗 好的 那就算了 看片子长住了 看到了 就是看着腓骨已愈合 一共多长时间了？ 我说的是骨头。 哪儿不起告诉你了吗 那会儿 有地区差异你可以找二甲医院 哦，来我们这里也可以肯定便宜好多 够了 不会的 你把医生想的太坏了 那我无话可说？";2020/3/19
4442;"骨伤科";"脚面出现了很多出血点脚心也有一点怎么回事";"你好，多久了？痒吗？ 多久了 手上，别的地方有吗 吃什么东西或者吃药了吗？ 我看像过敏的荨麻疹 不是的，荨麻疹轻微的只存在部分区域 皮肤红疹，严重的痒 你可以吃点氯雷他定片 抗过敏的 要是没问题，欢迎您给我一个“满意”评价（评价按钮在页面右上角，问题关闭后页面下面也可评价）。春雨系统会自动赠送您一张复诊优惠券。";2020/3/19
4443;"骨伤科";"晚上失眠休息不好，以前有颈椎病，怎么办？";"你好，请问你有多大年龄了 失眠是因为颈部不适吗 颈椎一般不会引起失眠 颈部或者双上肢疼痛吗 血压吃药吗 可以试试吃点安定 或者热水泡脚，或者热牛奶 可以先用热水泡脚，或者热牛奶 你在哪个城市 有个三氧疗法可以治疗失眠 可以去医院看看";2020/3/19
4444;"骨伤科";"多大的口子要打破伤风";"一般只要有开放性伤口均要注射破伤风 最好要注射一下 一般医院门诊都可以 24小时之内 不客气！ 结束之后帮忙给我一个评价，平台要求，谢谢了！";2020/3/19
4445;"骨伤科";"腰疼直着没事只要前后弯腰就疼怎么回事";"你好，这种情况有多长时间了？ 平常锻炼多吗？腰疼时候有没有向腿部放射？ 平常一般活动正常吗？ 您这种情况属于腰背部软组织慢性劳损，比较常见，大部分都和久坐低头弯腰姿势、平常运动量较少有关系 治疗原则基本上是疼痛明显时平卧休息，疼痛部位进行适当的理疗，例如热敷按摩，使用周林频谱仪烤一烤等，也配合使用一些抗炎止疼的药物，外用药例如扶他林，一般止疼的膏药；口服的药可以吃芬必得，英太青等，下床活动，可以佩戴腰围保护如果经过治疗效果不明显，或者出现明显的下肢抽痛麻木，不能走远等现象，应该排除腰椎间盘突出症，可以进行腰椎核磁共振检查 做这个动作时肯定会牵扯到腰背部的肌肉韧带的 这个很常见，不过后期要预防反复损伤，加强腰背肌锻炼 避免长时间的低头坐位姿势 避免腰背部受凉 睡觉时要选择合适的床枕，正确的睡姿 后期要加强锻炼，尤其是腰背肌功能锻炼 正确的睡姿应该使脊柱和四肢周围肌肉得到充分的放松，除了选择合适的床枕以外，仰卧位睡觉时，我们可以在腰部或者膝关节的下方垫一个薄枕，侧卧位时，我们可以在两腿之间加一个薄枕，这样，可以使脊柱处于正常的生理弯曲，避免腰背部肌肉的应力不平衡，容易导致损伤 锻炼的目的是使腰背部的肌肉更加有力，韧带更加结实，使脊柱稳定性更好不容易受伤 可以选择游泳，做燕子飞动作等 当然可以的，但是一定需要你严格预防和坚持锻炼 请问您还有其他问题吗？ 很高兴能为您解答问题，祝您早日康复! 如果方便的话，请咨询结束后为我评价一下，谢谢！";2020/3/19
4446;"骨伤科";"右手大拇指有点麻怎么回事";"你好，拇指麻木如果没受伤可能是用剪刀用久了的缘故 可以服用甲钴胺片，营养神经药物，这几天不要干活，一般可以恢复 嗯，还有其他不懂的么 如果有其他不懂的可以随时联系";2020/3/19
4447;"骨伤科";"后来疼到走路都疼,医生说骨头里有积水,一停就还是疼";"您还记得当时是怎么引起疼痛的吗？ 有没有做过剧烈运动 塞来昔布那个药，是止疼药 肯定是吃了以后就不疼了 停药后就会又疼 请问您的腿有麻木感吗？ 当时您是找骨科医生看的病吗？ 只给开了塞来昔布，别的药没开？ 有没有查过风湿四项 从磁共振的结果看，双侧骶髂关节有改变 髋关节没有积液 我怀疑可能是类风湿性关节炎 建议您那一段检查报告，去风湿科看看 建议您拿着检查报告，去风湿科看看 光吃止疼药治疗不是个好办法 查清楚病因，才能药到病除 也可以去找找中医，针灸，理疗，拔罐，用一些物理办法，可能比吃药效果好一些 希望我的建议，对您有效 鉴于您目前关节内有积液，您可以热敷一下，促进积液吸收 用热毛巾就行，或者热水袋 您不是没受过外伤吗？ 也没有做过剧烈运动 梨状肌综合征，是在某些情况下，髋关节猛然内旋或者外旋，引起的肌肉拉伤 梨状肌损伤后，局部肿胀，出血，压迫坐骨神经，引起疼痛 不过从磁共振上看，人家没有报梨状肌的问题 有问题的是双髋关节和骶髂关节 可以查查风湿四项 如果查血没有问题，可能就是普通的滑膜炎 需要您慢慢治疗，吃点止痛药，促进消肿的药，热敷局部来治疗 冲击波治疗也很好 问题已经解答完毕，如有疑问可以再次追问哈！要是没问题，欢迎您给我一个“满意”评价，评价页面因系统版本的不同而不同，一般问题关闭后显示评价按钮，您的“满意”是对我的支持和鼓励。 希望您能给我一个好评 谢谢 问题已经解答完毕，如有疑问可以再次追问哈！要是没问题，欢迎您给我一个“满意”评价，评价页面因系统版本的不同而不同，一般问题关闭后显示评价按钮，您的“满意”是对我的支持和鼓励。";2020/3/19
4448;"骨伤科";"胯骨手术半个月了,一手扶着拐,一手扶着人,动手术的腿没有起";"你好很高兴为你解答问题 你的问题是？ 不会 可以不负重下地活动 嗯嗯 可以 嗯嗯  可以的 没事 就是不下地踩 这只脚不要下地踩 没事哦";2020/3/19
4449;"骨伤科";"脚踝一年半前扭伤了骨缝里有炎症有积液咋办";"你好，为什么说一直没有好，有什么症状？ 韧带损伤一般需要制动休息3-4周痊愈，否则会形成慢性损伤 过度活动就会疼 但骨缝里正常都有关节液。 一旦形成慢性用药不会有效果的，况且真能买到真麝香吗？ 所以我觉得不会有效果 建议你平时如果活动较多时带个护踝保护 当时有效，但治不了根本 慢性一般自愈不了 可以检查个踝关节核磁共振，明确损伤程度，如果韧带完全断裂了可以手术修复才可能恢复，但也不能百分百恢复 这个感觉不出来的，因为踝关节外侧有三个韧带，平时没感觉的 如果没完全断裂超过三周就成为陈旧损伤，不会完全修复了 没有 只能平时注意点 减少剧烈运动或过度活动 不客气 祝身体健康";2020/3/19
4450;"骨伤科";"云南白药的药引分什么时候吃（女，50岁）";"请问您有什么不舒服？ 是不是说那个保险子 不重的出血不用那个保险子";2020/3/19
4451;"骨伤科";"双脚没力不能伸直要怎样做检查";"你好，这个症状有多久了？ 膝关节疼痛奥 吗？ 你在医院查了什么 下肢有没有血栓的 就是血管有栓塞 下肢血液回就差，就会肿胀 查下肢血栓 不是一回事 c反应蛋白高需要考虑感染炎症 没有查清楚所以只能对症治疗的 反应蛋白170，要考虑有炎症的 肿瘤暂时不考虑感染，需要排除的 风湿一般都会出现关节的疼痛 也有发烧的。可能风湿热 建议您查风湿系列抽血化验 可以的，骨科也可以做这些检查的 不谢的 那您就明天去做检查明确诊断 是的， 会查清楚的";2020/3/19
4452;"骨伤科";"脚扭伤红肿能吃止痛化癓胶囊（女，31岁）";"你好，如果是12小时之内发生的扭伤，而且确定没有骨折的话，首先严格制动休息，避免关节负重，适当交替冰敷，可以外用抗炎镇痛软膏涂擦，比如扶他林软膏，但注意不要用力按揉，可以口服活血化瘀类中药，你说的这种也可以配合";2020/3/19
4453;"骨伤科";"摇头好像脖子的骨头总是响";"你好！这种情况有多长时间了？ 你还别的症状么？ 如果这样的话问题不是很大。 活动脖子骨头响可能是颈椎退变，生理曲度改变，骨质增生导致的。 没有什么关系 平时不要伏案工作太久 暂时不需要的 还有问题吗，可以继续追问。以后搜索名字，进入主页后关注我可再次找我咨询。如果您觉得满意，请给我个好评，祝您健康！";2020/3/19
4454;"骨伤科";"哺乳期贴黑土蜂膏药对宝宝有影响吗（...";"您好，宝宝几个月了？ 哺乳期间尽量不要外用膏药，避免药物成分进入乳汁";2020/3/19
4455;"骨伤科";"右手中间突然长了个猴";"你好，发现多长时间了？ 刚开始有多大，长大了吗？ 有没有照片 疼不疼 影响手指活动吗 你拍个照片我看一下 请拍个照片好吗 身体其他部位有吗？ 如果只是单个的，一般考虑疣";2020/3/19
4456;"骨伤科";"小腿韧带拉伤不能做踢厘子动作是哪个韧带拉伤";"您好，这种情况多久了？ 有没有做过什么检查? 小腿有没有肿胀? 效果好点吗？ 症状有没有缓解? 注意是应该休息制动，抬高患肢，促进血液回流，减轻痛疼，缓解症状。 如果是靠近脚后跟考虑是肌腱损伤 如果是靠近膝盖部位，考虑可能是肌肉附着点 根据你的描述分析，考虑可能是膝关节内侧副韧带损伤 或胫骨附着点";2020/3/19
4457;"骨伤科";"左侧肩胛骨尖位置痛按压痛怎么回事";"你好！这种情况有多久了？ 嗯嗯，你好，请问有没有受伤，运动量大？做过什么检查吗？ 是的，我想起来了  局部有红肿吗？ 嗯嗯，请问这种情况还有没有其他什么不舒服的？有没有胸闷气紧，发热咳嗽？ 嗯嗯，考虑肩胛下角肌筋膜炎可能性大，问题不大的，不用担心，亲 1.建议每天坚持多泡泡热水，睡前也泡十分钟。2.可以局部作下理疗按摩。 这种情况可以口服优尼，神威滑膜炎颗粒三至伍天效果好 会，干预一下，几天至壹周就恢复了。 可以 明白 那就先外用扶他林软膏 有关 久坐久站，以及某个姿势久了换一下姿势 可以的 要是没问题，欢迎您给我一个“满意”评价（评价按钮在页面右上角，问题关闭后页面下面也可评价）。春雨系统会自动赠送您一张复诊优惠券。 谢谢您！ 好 估计是牵扯到了 嗯嗯 不要紧 先擦扶他林软膏缓解 好";2020/3/19
4458;"骨伤科";"13岁孩子膝盖跪着的姿势就疼，手放...";"你好！这种情况多长时间了？做过检查和治疗了吗？ 平时走路运动多吗？ 这种情况一般考虑膝关节滑膜炎的表现，平时避免过多走路活动，可以口服神威滑膜炎颗粒，做做艾灸，佩戴护膝，慢慢就会改善的";2020/3/19
4459;"骨伤科";"医生您好，这是我的问题：背疼膏药贴...";"你好，你这种情况有多久啦？ 背部疼痛如果没受伤可能是腰肌劳损或者背部筋膜炎，膏药贴在痛处。";2020/3/19
4460;"骨伤科";"跑步感觉左脚有根筋不舒服咋办";"您好，很高兴为您解答问题  我知道 左脚那根筋是从哪里到哪里？ 具体位置  那没有关系 属于局部症状 脚的哪个部位？ 不是皮肤表面的异常感觉吧 那就好，不是神经方面的问题，与腰椎也没有关系 可以不用太在意，可能好长时间不运动了，偶尔的不舒服 哪边的大腿？还是两边？ 嗯 能到大腿中部吗？ 先看一下什么情况  器质性问题是可以分析辨别的 这种不适不代表任何情况 直腿抬高试验价值比较大 那就没问题 不用想太多，偶尔有点不舒服很正常，大部分人好久不运动也会有各种不舒服的感觉 继续这样锻炼就可以了，注意不要过度了 每个人恢复都不一样，目前看您恢复还可以啊 神经恢复的很好，腰部也没有疼痛，肌肉恢复的也不错 算是不错的  那样有点偏早 毕竟是做手术，多修养几天不要紧 另外也要看他做什么工作，轻来轻去的，不长时间坐着的，也算可以  偶尔发生的症状不要紧 上次查出是什么原因来了吗？ 过电的感觉发生了多少次？ 现在还有吗？ 持续了多长时间？ 腰椎间盘突出压迫马尾，有时候可能会出现这种情况 但是您的片子完全没有压迫马尾 确实很难解释 有没有麻木的感觉？ 有没有勃起障碍？ 感觉异常是什么意思？  那也不用太担心 这三个月一直有吗？ 没有麻木，没有勃起障碍，不是马尾的问题 这种情况我也不知道为什么 男科的医生看过吗？ 有可能是这种原因 因为我也遇到很多类似的病人，术后出现各种症状，但是查不出原因，也不具体，过段时间自己就好，吃上抗焦虑药物效果很好，做一下心理辅导也有效 有些人确实是这种情况，术后焦虑 反正你该查的也查了，没有大的问题，另外症状也不明显，不重，暂时就别想了 正常生活，循序渐进的功能锻炼，保持身体健康就可以了  上面的人都参与手术 一般是李明主刀 应该挺好的 长海医院很有名的 这个手术也是个小手术 再说现在您恢复的不是挺好吗 你就不要再担心这些事情 手术做完了，效果挺好，这不就挺好吗  这种手术对身体也没多少创伤，和正常人一样，你就放心就行了 嗯 明白了就不要想那么多 让转移注意力忙起来 小开窗创伤也不大 肯定不是神经损伤的问题，这点不用担心了 还可以 您没有见过那些恢复慢或者恢复不好的 任何手术都有恢复期和恢复慢的恢复好恢复差的 因素很多 具体是哪个动作？ 没太看明白  一般来说问题不大 这样的动作不危险 没事，就是一个简单的拉伸动作一样 不要紧  梨状肌综合症非常少见，而且得有坐骨神经的症状 您没有坐骨神经痛的症状 坐骨神经痛就是大腿小腿和足部的疼痛和麻木 和腰椎间盘突出压迫神经症状相似 您没有这种症状 一般一根腿 不是整体 一般是大腿后侧，小腿后侧或者足底 或者是大腿后外侧小腿外侧足背 这两种情况比较多 不用客气 后续有什么其他问题也可以继续咨询我，如果没有问题，麻烦您在对话关闭后帮我评价一下，祝您早日康复，谢谢  那不错  每个人看情况来，以不引起明显的疼痛和麻木为原则 只要这样做都没问题 现在已经愈合的很好了 没事的 刀口一个月就愈合好了 现在不用考虑刀口的问题 一个月也完全愈合了 早长好了，放心吧！ 那点小问题 不能天天热敷 一周2到3次就可以 那是疤痕 这个需要过一两个夏天之后，慢慢会减轻 运动完之后不要做热敷 不太合适 运动后不适合做热敷，有时候会加重肿胀 你现在不需要做热敷了 慢慢锻炼身体就可以 不能天天热敷 现在好多人都有误区 热敷不是越多越好 上午20分钟，下午20分钟就可以，不要过度训练，慢慢来";2020/3/19
4461;"骨伤科";"医生您好，这是我的问题：骨质增生怎...";"您好，骨质增生是我们人体关节等的退变，就像我们会长白头发一样。 可以口服强筋健骨抗骨质增生的药物。 仙灵骨葆胶囊或万通筋骨片等。";2020/3/19
4462;"骨伤科";"右脚外翻走路时脚崴着需要手术来矫正脚吗";"您好，请问目前有什么不舒服吗？ 目前有疼痛吗？ 有没有拍过片子？ X片 脚的外观能否拍个照片我看看 都一起拍照片发给我看看 这儿直接可以发图片的 抱歉，平台不允许加。 右边有个加号 点开点相册可以把拍好的照片发过来 选中照片就可以直接发了 您目前走路有跛行吗？ 足踇趾是朝内还是朝外 这是内翻畸形 可以把袜子脱了拍吗？ 图片看到了 是内翻畸形 可以做的，您是看的哪家医院，建议去省医院骨科看看 如果不行建议去北京或者西安 建议去青海省人民医院骨科看看 胫腓骨外翻合并足内翻畸形，需要做比较复杂的矫形手术，如您要求较高建议去北京找秦泗河教授，现任民政部国家康复辅具研究中心附属康复医院名誉院长、矫形外科主任，主任医师，教授 秦教授是国内做得最好的。 国家康复辅具研究中心附属康复医院 最好直接去该医院挂号就诊 治疗费用大概要6万左右，不过北京收费可能要贵一些，尽量多凑一些";2020/3/19
4463;"骨伤科";"三岁宝宝尿尿时说痛偶尔一次尿尿擦到一点血怎么回事";"您好这种现象您需要带宝宝去医院，挂个妇科号让医生给她查体评估一下 必要时做个超声和化验检查一下 关系不大 因为要是出血说明问题比较严重的 我建议明天尽早检查一下，没事也就放心了 有事及时处理";2020/3/19
4464;"骨伤科";"16岁男生骨龄17岁还能长多高";"你好，把片子发过来看看 ？？  稍等 不要着急，这要对照图谱的  你好，着急了吧，骨龄17岁 你年龄多大了？ 你朋友多大？ 没关系，明天再问也可以。 具体要结合遗传因素 父母身高多少？ 你朋友是男的还是女的？ 你朋友可以长到178cm左右 一般生长高峰期，有两个：一个就是3-9岁，还有一个时期就是青春期，大概在12岁到19岁，要加强营养，平时多吃些牛奶、鱼肉、鸡蛋、坚果、富含VC的蔬菜和水果，如青菜、韭菜、菠菜、柑橘、柚子等。多参加户外及体育运动，多做拔伸牵引的动作，是有利于长高的。保持精神愉悦，不熬夜，睡眠充足。  问题已经解答完毕，如有疑问可以再次追问哈！要是没问题，记的给我一个“满意”评价（评价按钮在页面右上角，问题关闭后页面下面也可评价）。  不客气";2020/3/19
4465;"骨伤科";"股骨头坏死置换手术有风险吗（女，71岁）";"您好，现在确诊股骨头坏死了吗？目前主要有啥症状？ 一般只有身体条件允许的话，基本没有风险，这种技术很成熟了 现在90岁以上的都有很多做的";2020/3/19
4466;"骨伤科";"屁股着地右边胯骨到脚腕一直疼怎么回事";"当时拍片子或者做检查了吗？ 当时的检查结果是什么？ 有没有骨折？ 屁股着地 当时骶尾部疼不疼呀 当时您只是拍了右髋部的片子 没有拍骶尾部和腰部的片子 右侧下肢疼痛，还有麻木感 我怀疑您可能因为外伤，导致腰部受损 您可以拍个腰椎的CT看看 可能因为急性损伤导致腰椎间盘突出了 是的 症状上看，麻木属于神经的问题 您最好是做个CT去 别拖太久 腰椎的CT 好好查查 腰椎间盘突出，压迫脊髓或者神经，会出现腰腿疼，下肢麻木的问题 而且您脚麻木 突出的位置可能是是L5S1的位置 突出的位置应该比较靠下 您还有什么其他的疑问?  希望您给个好评，么么哒 要是没问题，欢迎您给我一个“满意”评价（评价按钮在页面右上角，问题关闭后页面下面也可评价）。春雨系统会自动赠送您一张复诊优惠券。";2020/3/19
4467;"骨伤科";"早起来突然发现腰痛是怎么回事呢";"您好！请问之前有过这种情况吗？疼的很严重？ 做什么工作？ 平时运动多吗？ 没有明显受伤过程？ 酸痛？刺痛？具体哪个部位？ 那问题不大，局部热敷按摩，适当活动改善局部血液循环 注意点，过几天就好了 热敷会改善局部血液循环";2020/3/19
4468;"骨伤科";"骶尾骨骨折为什么会腰困（女，40岁）";"你好，骶骨骨折可引起骶尾部疼痛，不能坐，如果刚受伤长期卧床可引起腰背部酸胀不适";2020/3/19
4469;"骨伤科";"尾巴骨摔了一个月了,还是疼";"您好，请问当时有没有拍片检查？ 嗯，这种情况建议近期避免久坐，劳累，受凉，姿势不良等诱因。 局部热敷，用暖宝宝或暖水袋捂捂 尽量侧卧位睡觉 症状明显的话，可口服非甾体消炎止痛药如：布洛芬缓释胶囊或塞来昔布（西乐葆）或艾瑞昔布等，也可外用扶他林软膏或贴剂：氟比洛芬巴布膏或洛索洛芬钠贴剂。 完全缓解的话，需要三个月左右，症状会逐渐的减轻，不用太担心 嗯，避免久坐，口服或外用以上药物有效的 嗯，对症处理，观察看下。 腰肌劳损的可能大，暂不需要检查 对症处理，即可 不客气，生活愉快！";2020/3/19
4470;"骨伤科";"他腰上面疼,赶紧里面疼";"您好，您这种情况多长时间了呢？ 有没有外伤呢 嗯嗯，有没有其他不适，比如恶心呕吐呢 是持续疼痛还是阵发性的呢 哦，您这种情况考虑有输尿管结石的可能 建议多喝水，多活动活动观察一下 如果疼痛严重建议及时做双肾及输尿管B检查一下 不客气";2020/3/19
4471;"骨伤科";"右边肋骨深呼吸的时候痛什么问题";"你好请问这种情况多久了？ 最近几天，受过外伤吗？ 磕伤碰伤等等 做过什么检查吗最近 请问您还有其他症状吗？ 您咳嗽两声现在，会不会引起右侧胸部疼痛呀？ CT怎么说的 心电图怎么说的？ 看到了 这种情况，CT没有报肋骨骨折，您咳嗽也不引起右胸部疼痛，从CT和心电图的结果看，属于内科的疾病呢 需要找内科，尤其是心内科的大夫看一看 问题已经解答完毕，如有疑问可以再次追问哈！要是没问题，欢迎您给我一个“满意”评价，评价页面因系统版本的不同而不同，一般问题关闭后显示评价按钮，您的“满意”是对我的支持和鼓励。 您的好评是我最大的动力 可以找胸外科，会诊一下看看 您可以用一些止痛活血的药膏，比如扶他林软膏，多数是由于肋部的，软组织损伤，吃药如果没有太大的效果的，可以用针灸来治疗，平刺和围刺损伤的软组织。并且，扎针后拔火罐进行治疗，效果是比较不错 问题已经解答完毕，如有疑问可以再次追问哈！要是没问题，欢迎您给我一个“满意”评价，评价页面因系统版本的不同而不同，一般问题关闭后显示评价按钮，您的“满意”是对我的支持和鼓励。";2020/3/19
